pdbid,dna,U,protein,duplex,max p,max U,min dna
3HXQ,[42],[],[209],False,209,0,42
3HZI,[21],[],"[440, 88]",False,440,0,21
3I0W,"[13, 12]",[],[290],False,290,0,12
3I0X,"[13, 12]",[],[291],False,291,0,12
3IAG,"[15, 15]",[],[422],False,422,0,15
3IGK,[12],[],[200],True,200,0,12
3IGL,[12],[],[200],True,200,0,12
3IGM,[8],[],[77],True,77,0,8
3IH7,"[14, 13]",[],[316],False,316,0,13
3IKT,[22],[],[207],True,207,0,22
3IMB,"[9, 9]",[],[238],True,238,0,9
3IRQ,"[15, 15]",[],[67],False,67,0,15
3IRR,"[15, 15]",[],[67],False,67,0,15
3IV5,"[27, 27]",[],[98],True,98,0,27
3J9X,[348],[],[128],True,128,0,348
3JAA,"[13, 9]",[],[435],False,435,0,9
3JCA,"[22, 20]",[],"[265, 49]",False,265,0,20
3JR4,[16],[],"[273, 16]",False,273,0,16
3JR5,[16],[],"[273, 16]",False,273,0,16
3JR9,"[27, 27]",[],[98],True,98,0,27
3JRA,"[27, 27]",[],[98],True,98,0,27
3JRB,"[27, 27]",[],[98],True,98,0,27
3JRC,"[27, 27]",[],[98],True,98,0,27
3JRD,"[27, 27]",[],[98],True,98,0,27
3JRE,"[27, 27]",[],[98],True,98,0,27
3JRF,"[27, 27]",[],[98],True,98,0,27
3JRG,"[27, 27]",[],[98],True,98,0,27
3JRH,"[27, 27]",[],[98],True,98,0,27
3JRI,"[27, 27]",[],[98],True,98,0,27
3JSO,[22],[],[202],False,202,0,22
3JSP,[22],[],[202],False,202,0,22
3JTG,"[16, 16]",[],[103],False,103,0,16
3JX7,"[12, 12]",[],[232],True,232,0,12
3JXB,"[20, 20]",[],[67],True,67,0,20
3JXC,[20],[],[67],True,67,0,20
3JXD,[20],[],[67],True,67,0,20
3JXY,"[12, 12]",[],[232],False,232,0,12
3JXZ,[10],[],"[225, 10]",False,225,0,10
3JY1,[10],[],"[226, 10]",False,226,0,10
3K3R,[29],[],[202],False,202,0,29
3KET,"[11, 11]",[],[212],True,212,0,11
3KHC,"[4, 8]",[],[219],False,219,0,4
3KHG,"[13, 19]",[],[341],False,341,0,13
3KHH,"[13, 19]",[],[341],False,341,0,13
3KHL,"[13, 20]",[],[341],False,341,0,13
3KHR,"[13, 19]",[],[341],False,341,0,13
3KJP,[12],[],[299],False,299,0,12
3KMD,[19],[],[200],False,200,0,19
3KMP,"[15, 15]",[],[124],False,124,0,15
3KNT,"[15, 15]",[],[207],False,207,0,15
3KO2,"[24, 24]",[],[170],True,170,0,24
3KOV,"[13, 13]",[],[90],False,90,0,13
3KQH,[6],[],[436],False,436,0,6
3KQK,[6],[],[436],False,436,0,6
3KQL,[6],[],[437],False,437,0,6
3KQN,[6],[],[437],False,437,0,6
3KQU,[19],[],[437],False,437,0,19
3KSB,"[34, 34]",[],"[496, 268]",True,496,0,34
3KTU,[13],[],"[317, 12]",False,317,0,13
3KUY,"[145, 145]",[],"[135, 102, 119, 125]",True,135,0,145
3KWQ,[146],[],"[98, 83, 107, 93]",True,107,0,146
3KXB,[146],[],"[135, 102, 129, 122]",True,135,0,146
3KXT,[8],[],[56],True,56,0,8
3KZ8,[21],[],[200],False,200,0,21
3L1P,"[23, 23]",[],[155],False,155,0,23
3L2C,"[13, 13]",[],[110],True,110,0,13
3L2Q,"[19, 17]",[],[395],False,395,0,17
3L2R,"[19, 17]",[],[395],False,395,0,17
3L2U,"[19, 17]",[],[395],False,395,0,17
3L2V,"[19, 17]",[],[395],False,395,0,17
3L2W,"[19, 17]",[],[395],False,395,0,17
3LAJ,"[16, 16]",[],[170],True,170,0,16
3LAP,"[16, 16]",[],[170],True,170,0,16
3LDY,"[8, 10]",[],[142],False,142,0,8
3LEL,"[147, 147]",[],"[136, 102, 128, 125]",True,136,0,147
3LJA,"[147, 147]",[],"[135, 102, 129, 122]",True,135,0,147
3LNQ,"[14, 14]",[],[58],True,58,0,14
3LSP,"[31, 31]",[],[220],False,220,0,31
3LSR,[33],[],[220],False,220,0,33
3LWH,[8],[],[60],True,60,0,8
3LWI,[8],[],[60],True,60,0,8
3LZ0,"[145, 145]",[],"[135, 102, 119, 125]",True,135,0,145
3LZ1,"[145, 145]",[],"[135, 102, 119, 125]",True,135,0,145
3M4A,"[12, 12]",[],[346],True,346,0,12
3M7K,"[10, 8]",[],[142],False,142,0,8
3M9E,[22],[],[105],True,105,0,22
3M9M,"[13, 18]",[],[352],False,352,0,13
3M9N,"[13, 18]",[],[352],False,352,0,13
3M9O,"[13, 18]",[],[352],False,352,0,13
3MFK,"[16, 16]",[],[162],False,162,0,16
3MGP,"[147, 147]",[],"[135, 102, 119, 125]",True,135,0,147
3MGQ,"[147, 147]",[],"[135, 102, 125, 119]",True,135,0,147
3MGR,"[147, 147]",[],"[102, 125, 135, 119]",True,135,0,147
3MGS,"[147, 147]",[],"[102, 135, 119, 125]",True,135,0,147
3MGV,"[15, 20]",[],[343],False,343,0,15
3MHT,"[12, 13]",[],[327],False,327,0,12
3MIP,"[24, 24]",[],[161],True,161,0,24
3MIS,"[24, 24]",[],[161],True,161,0,24
3MKW,[18],[],[138],True,138,0,18
3MKY,[18],[],[189],True,189,0,18
3MKZ,[18],[],[121],True,121,0,18
3MLN,[22],[],[224],True,224,0,22
3MLO,[22],[],[224],True,224,0,22
3MLP,[22],[],[402],True,402,0,22
3MNN,"[145, 145]",[],"[135, 102, 119, 125]",True,135,0,145
3MQ6,[17],[],[338],False,338,0,17
3MQY,"[7, 11]",[],[338],False,338,0,7
3MR2,"[13, 9]",[],[435],False,435,0,9
3MR3,"[11, 9]",[],[435],False,435,0,9
3MR5,"[12, 9]",[],[435],False,435,0,9
3MR6,"[12, 9]",[],[435],False,435,0,9
3MU6,"[17, 17]",[],[71],False,71,0,17
3MVA,"[22, 22]",[],[343],True,343,0,22
3MVB,"[22, 22]",[],[343],True,343,0,22
3MVD,"[147, 147]",[],"[135, 102, 129, 122, 423]",True,423,0,147
3MX4,"[22, 22]",[],[235],True,235,0,22
3MX9,"[24, 24]",[],[362],True,362,0,24
3MXB,"[24, 24]",[],"[175, 173]",True,175,0,24
3MXI,[4],[],[242],False,242,0,4
3MXM,[4],[],[242],False,242,0,4
3MZH,"[20, 21]",[],[225],False,225,0,20
3N1I,[9],[],[178],False,178,0,9
3N1J,[9],[],[178],False,178,0,9
3N1K,[9],[],[178],False,178,0,9
3N1L,[9],[],[178],False,178,0,9
3N4M,"[20, 24]",[],"[209, 84]",False,209,0,20
3N6S,"[15, 15]",[],[353],False,353,0,15
3N78,"[16, 16]",[],[338],True,338,0,16
3N7B,"[16, 16]",[],[338],True,338,0,16
3N7Q,"[12, 12]",[],[310],True,310,0,12
3N97,"[22, 21]",[],"[72, 84]",False,84,0,21
3NBN,"[37, 37]",[],"[433, 256, 63]",False,433,0,37
3NDH,"[11, 11]",[],[225],False,225,0,11
3NGD,[18],[],[420],False,420,0,18
3NGO,[4],[],[398],False,398,0,4
3NH0,[7],[],[235],False,235,0,7
3NH1,[7],[],[235],False,235,0,7
3NH2,[7],[],[235],False,235,0,7
3NIC,"[22, 22]",[],[235],True,235,0,22
3NM9,[11],[],[73],False,73,0,11
3O1M,[13],[],"[206, 13]",False,206,0,13
3O1O,[13],[],"[206, 13]",False,206,0,13
3O1P,[13],[],"[206, 13]",False,206,0,13
3O1R,[13],[],"[206, 12]",False,206,0,13
3O1S,[13],[],"[206, 12]",False,206,0,13
3O1T,[13],[],"[206, 12]",False,206,0,13
3O1U,[13],[],"[206, 12]",False,206,0,13
3O1V,[13],[],"[206, 12]",False,206,0,13
3O62,"[146, 146]",[],"[135, 102, 128, 122]",True,135,0,146
3O9X,"[26, 26]",[],[133],True,133,0,26
3OA6,"[16, 16]",[],"[110, 24]",False,110,0,16
3OD8,"[10, 10]",[],[116],True,116,0,10
3ODA,[10],[],[116],True,116,0,10
3ODC,"[8, 8]",[],[111],True,111,0,8
3ODE,"[8, 8]",[],[111],True,111,0,8
3ODH,[12],[],[194],True,194,0,12
3OGU,"[6, 6]",[],[335],True,335,0,6
3ON0,[24],[],[127],True,127,0,24
3OOL,"[25, 25]",[],[237],False,237,0,25
3OOR,"[25, 25]",[],[237],False,237,0,25
3OQG,"[9, 9]",[],[180],True,180,0,9
3OQM,"[16, 16]",[],"[339, 87]",True,339,0,16
3OQN,"[16, 16]",[],"[339, 87]",True,339,0,16
3OQO,"[16, 16]",[],"[339, 87]",True,339,0,16
3ORC,[8],[],[65],True,65,0,8
3OSF,"[13, 13]",[],[126],True,126,0,13
3OSG,"[12, 12]",[],[126],True,126,0,12
3OSN,[18],[],[420],False,420,0,18
3OSP,[12],[],"[434, 16]",False,434,0,12
3OY9,"[19, 17]",[],[395],False,395,0,17
3OYA,"[19, 17]",[],[395],False,395,0,17
3OYB,"[19, 17]",[],[395],False,395,0,17
3OYC,"[19, 17]",[],[395],False,395,0,17
3OYD,"[19, 17]",[],[395],False,395,0,17
3OYE,"[19, 17]",[],[395],False,395,0,17
3OYF,"[17, 19]",[],[395],False,395,0,17
3OYG,"[19, 17]",[],[395],False,395,0,17
3OYH,"[19, 17]",[],[395],False,395,0,17
3OYI,"[19, 17]",[],[395],False,395,0,17
3OYJ,"[19, 17]",[],[395],False,395,0,17
3OYK,"[19, 17]",[],[395],False,395,0,17
3OYL,"[19, 17]",[],[395],False,395,0,17
3OYM,"[19, 17]",[],[395],False,395,0,17
3OYN,"[19, 17]",[],[395],False,395,0,17
3P57,"[15, 15]",[],"[90, 112]",False,112,0,15
3PKY,"[5, 13]",[],[303],False,303,0,5
3POV,"[19, 19]",[],[488],False,488,0,19
3PR4,"[13, 18]",[],[341],False,341,0,13
3PR5,"[13, 18]",[],[341],False,341,0,13
3PVI,[13],[],[157],False,157,0,13
3PVP,"[13, 13]",[],[101],True,101,0,13
3PVV,"[13, 13]",[],[101],True,101,0,13
3PVX,[13],[],"[347, 16]",False,347,0,13
3PW0,[13],[],"[347, 15]",False,347,0,13
3PW2,[13],[],"[347, 15]",False,347,0,13
3PW4,"[15, 13]",[],[347],False,347,0,13
3PW5,"[15, 13]",[],[347],False,347,0,13
3PW7,"[16, 12]",[],[347],False,347,0,12
3Q05,"[26, 26]",[],[234],False,234,0,26
3Q06,"[26, 26]",[],[231],False,231,0,26
3Q0B,[10],[],[167],True,167,0,10
3Q0C,[11],[],[167],False,167,0,11
3Q0D,"[10, 10]",[],[167],True,167,0,10
3Q0F,"[11, 10]",[],[167],False,167,0,10
3Q1M,[23],[],[284],False,284,0,23
3Q2Y,[23],[],[284],False,284,0,23
3Q3D,[23],[],[284],False,284,0,23
3Q5F,"[23, 23]",[],[147],False,147,0,23
3Q5P,[23],[],[278],False,278,0,23
3Q5R,[23],[],[284],False,284,0,23
3Q5S,[23],[],[284],False,284,0,23
3Q8P,"[11, 7]",[],[420],False,420,0,7
3Q8Q,"[11, 7]",[],[420],False,420,0,7
3Q8R,"[11, 7]",[],[420],False,420,0,7
3Q8S,"[11, 7]",[],[420],False,420,0,7
3QE9,"[13, 10]",[],[352],False,352,0,10
3QEA,"[13, 10]",[],[352],False,352,0,10
3QEB,"[13, 10]",[],[352],False,352,0,10
3QFQ,"[26, 26]",[],[135],False,135,0,26
3QI5,[13],[],"[219, 13]",False,219,0,13
3QLP,[15],[],"[259, 36]",False,259,0,15
3QMB,[12],[],[79],True,79,0,12
3QMC,"[12, 12]",[],[79],True,79,0,12
3QMD,"[12, 12]",[],[79],True,79,0,12
3QMG,"[12, 12]",[],[79],True,79,0,12
3QMH,[12],[],[79],True,79,0,12
3QMI,[12],[],[79],True,79,0,12
3QOQ,"[18, 18]",[],[69],True,69,0,18
3QQY,"[26, 26]",[],[307],False,307,0,26
3QRF,"[21, 21]",[],"[286, 82]",False,286,0,21
3QSV,[16],[],[132],True,132,0,16
3QYM,[10],[],[203],True,203,0,10
3QYN,[22],[],[203],True,203,0,22
3QYX,[10],[],[133],False,133,0,10
3QZ7,"[13, 19]",[],[360],False,360,0,13
3QZ8,"[13, 19]",[],[360],False,360,0,13
3R8F,[12],[],[324],False,324,0,12
3RA0,[32],[],[178],False,178,0,32
3RAQ,"[13, 20]",[],[341],False,341,0,13
3RAX,"[13, 20]",[],[341],False,341,0,13
3RB0,"[13, 20]",[],[341],False,341,0,13
3RB3,"[13, 20]",[],[341],False,341,0,13
3RB4,[13],[],"[341, 20]",False,341,0,13
3RB6,[13],[],"[341, 20]",False,341,0,13
3RBD,[13],[],"[341, 20]",False,341,0,13
3RBE,[13],[],"[341, 20]",False,341,0,13
3REH,"[145, 145]",[],"[135, 102, 129, 122]",True,135,0,145
3REI,"[145, 145]",[],"[135, 102, 129, 122]",True,135,0,145
3REJ,[146],[],"[135, 102, 129, 122]",True,135,0,146
3REK,[146],[],"[135, 102, 129, 122]",True,135,0,146
3REL,[146],[],"[135, 102, 129, 122]",True,135,0,146
3RI4,"[16, 16]",[],[163],False,163,0,16
3RKQ,"[19, 19]",[],[58],True,58,0,19
3RMP,"[15, 15]",[],[88],True,88,0,15
3RN2,[20],[],[208],True,208,0,20
3RN5,"[19, 19]",[],[208],False,208,0,19
3RNU,"[16, 16]",[],[204],False,204,0,16
3RZG,"[14, 14]",[],[209],False,209,0,14
3RZH,[13],[],"[209, 13]",False,209,0,13
3RZJ,[13],[],"[209, 13]",False,209,0,13
3RZK,"[13, 13]",[],[209],False,209,0,13
3RZL,[13],[],"[208, 13]",False,208,0,13
3RZM,"[13, 13]",[],[206],False,206,0,13
3S3M,"[19, 17]",[],[395],False,395,0,17
3S3N,"[17, 19]",[],[395],False,395,0,17
3S3O,"[19, 17]",[],[395],False,395,0,17
3S57,"[14, 14]",[],[204],False,204,0,14
3S5A,"[14, 14]",[],[204],False,204,0,14
3S6I,[11],[],"[228, 11]",False,228,0,11
3S8Q,"[19, 19]",[],[82],False,82,0,19
3SAR,[16],[],"[273, 16]",False,273,0,16
3SAS,[16],[],"[273, 16]",False,273,0,16
3SAT,[16],[],"[273, 16]",False,273,0,16
3SAU,[16],[],"[273, 16]",False,273,0,16
3SAV,[16],[],"[273, 16]",False,273,0,16
3SAW,[16],[],"[273, 16]",False,273,0,16
3SBJ,[11],[],"[273, 11]",False,273,0,11
3SI8,"[12, 9]",[],[435],False,435,0,9
3SJM,"[18, 18]",[],[64],False,64,0,18
3SLP,[12],[],[229],True,229,0,12
3SM4,"[12, 14]",[],[229],False,229,0,12
3SPD,"[15, 17]",[],[204],False,204,0,15
3SPL,"[15, 17]",[],[204],False,204,0,15
3SSC,"[13, 13]",[],[170],False,170,0,13
3SSD,"[13, 13]",[],[170],False,170,0,13
3SSE,"[13, 13]",[],[170],False,170,0,13
3SWM,"[26, 26]",[],[174],False,174,0,26
3SWP,"[26, 26]",[],[174],False,174,0,26
3SZ5,[4],[],[216],False,216,0,4
3SZQ,"[5, 14]",[],[206],False,206,0,5
3T5H,[13],[],"[341, 17]",False,341,0,13
3T5J,[13],[],"[341, 17]",False,341,0,13
3T5K,[14],[],"[341, 17]",False,341,0,14
3T5L,[14],[],"[341, 17]",False,341,0,14
3T72,"[26, 26]",[],"[102, 99]",False,102,0,26
3TED,"[12, 12]",[],[271],True,271,0,12
3TMM,"[28, 28]",[],[238],True,238,0,28
3TQ1,"[13, 9]",[],[435],False,435,0,9
3TS8,"[26, 26]",[],[234],False,234,0,26
3TU4,"[147, 147]",[],"[135, 102, 129, 122, 229]",True,229,0,147
3TWM,[16],[],"[310, 16]",False,310,0,16
3U2B,"[16, 16]",[],[79],True,79,0,16
3U3W,"[18, 18]",[],"[293, 7]",True,293,0,18
3U3Y,[4],[],[314],False,314,0,4
3U58,[4],[],[213],False,213,0,4
3U5Z,"[30, 20]",[],"[324, 199, 228]",False,324,0,20
3U60,"[30, 20]",[],"[324, 195, 228]",False,324,0,20
3U61,"[20, 10]",[],"[324, 199, 228]",False,324,0,10
3U6C,[13],[],"[273, 10]",False,273,0,13
3U6D,[16],[],"[273, 16]",False,273,0,16
3U6E,[16],[],"[273, 16]",False,273,0,16
3U6F,[4],[],[314],False,314,0,4
3U6L,[16],[],"[273, 16]",False,273,0,16
3U6M,[16],[],"[273, 16]",False,273,0,16
3U6O,[16],[],"[273, 16]",False,273,0,16
3U6P,[16],[],"[273, 16]",False,273,0,16
3U6Q,[16],[],"[273, 16]",False,273,0,16
3U6S,[16],[],"[273, 16]",False,273,0,16
3U6Y,"[5, 5]",[],[102],False,102,0,5
3U7F,[5],[],[381],False,381,0,5
3U7G,[5],[],[379],False,379,0,5
3U7H,[5],[],[381],False,381,0,5
3UBT,[6],[],[331],True,331,0,6
3UDG,[35],[],[301],False,301,0,35
3UFD,"[19, 19]",[],[82],False,82,0,19
3UFJ,[23],[],"[204, 23]",False,204,0,23
3UGO,[11],[],[245],False,245,0,11
3UGP,[11],[],[245],False,245,0,11
3UK3,"[20, 20]",[],[57],False,57,0,20
3UKG,"[31, 31]",[],[242],False,242,0,31
3ULP,[35],[],[124],False,124,0,35
3UO7,[23],[],"[23, 201]",False,201,0,23
3UOB,[23],[],"[23, 201]",False,201,0,23
3UPU,[8],[],[459],False,459,0,8
3US0,[22],[],[203],True,203,0,22
3US1,[22],[],[203],True,203,0,22
3US2,"[19, 19]",[],[203],True,203,0,19
3UT9,"[145, 145]",[],"[135, 102, 129, 125]",True,135,0,145
3UTA,"[145, 145]",[],"[135, 102, 125, 129]",True,135,0,145
3UTB,[146],[],"[135, 102, 129, 125]",True,135,0,146
3UVF,"[28, 28]",[],[255],False,255,0,28
3UXP,"[7, 9]",[],[335],False,335,0,7
3V1Z,[13],[],[293],False,293,0,13
3V20,[13],[],[293],False,293,0,13
3V21,[13],[],[293],False,293,0,13
3V6H,[13],[],"[18, 348]",False,348,0,13
3V6J,[12],[],"[348, 17]",False,348,0,12
3V6K,[10],[],"[347, 14]",False,347,0,10
3V6T,"[17, 17]",[],[499],True,499,0,17
3V72,"[8, 10]",[],[335],False,335,0,8
3V79,"[18, 18]",[],"[256, 434, 63, 19]",True,434,0,18
3V7J,"[8, 12]",[],[340],False,340,0,8
3V7K,"[8, 11]",[],[340],False,340,0,8
3V9S,[7],[],[235],False,235,0,7
3V9U,[7],[],[235],False,235,0,7
3V9W,[5],[],[235],False,235,0,5
3V9X,[7],[],[235],False,235,0,7
3V9Z,[7],[],[235],False,235,0,7
3VA3,[18],[],[235],False,235,0,18
3VD0,[12],[],[210],True,210,0,12
3VD1,[12],[],[210],True,210,0,12
3VD2,[14],[],[210],True,210,0,14
3VD6,"[20, 20]",[],[119],False,119,0,20
3VDY,[35],[],[116],False,116,0,35
3VEA,"[23, 23]",[],[151],True,151,0,23
3VEB,"[16, 16]",[],[151],False,151,0,16
3VEK,"[20, 20]",[],[119],False,119,0,20
3VH0,[11],[],[353],False,353,0,11
3VK7,[13],[],"[295, 13]",False,295,0,13
3VK8,"[13, 13]",[],[295],False,295,0,13
3VKE,[6],[],[76],False,76,0,6
3VOK,[15],[],[189],False,189,0,15
3VW3,"[18, 18]",[],"[217, 220]",False,220,0,18
3VW4,"[23, 23]",[],[128],True,128,0,23
3VXV,"[14, 14]",[],[69],False,69,0,14
3VXX,"[14, 14]",[],[69],False,69,0,14
3VYB,[14],[],"[69, 14]",False,69,0,14
3VYQ,"[11, 11]",[],[74],False,74,0,11
3W2A,"[31, 31]",[],[143],False,143,0,31
3W3C,"[26, 26]",[],[143],False,143,0,26
3W6V,"[16, 16]",[],[147],False,147,0,16
3W96,[146],[],"[139, 106, 124, 129]",True,139,0,146
3W97,[146],[],"[139, 106, 133, 105]",True,139,0,146
3W98,[146],[],"[112, 106, 133, 129]",True,133,0,146
3W99,[146],[],"[139, 105, 133, 129]",True,139,0,146
3WA9,[146],[],"[139, 106, 131, 129]",True,139,0,146
3WAA,[146],[],"[139, 106, 131, 129]",True,139,0,146
3WGI,[24],[],[224],False,224,0,24
3WKJ,[146],[],"[139, 106, 133, 130]",True,139,0,146
3WTP,[146],[],"[143, 106, 133, 129, 140]",True,143,0,146
3WTS,"[15, 15]",[],"[205, 142, 166]",True,205,0,15
3WTT,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WTU,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WTV,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WTW,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WTX,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WTY,"[15, 15]",[],"[204, 142, 166]",True,204,0,15
3WU1,"[16, 16]",[],"[123, 109]",False,123,0,16
3WVG,[12],[],[300],True,300,0,12
3WVH,[12],[],[300],True,300,0,12
3WVI,[12],[],[300],True,300,0,12
3X1S,[146],[],"[135, 102, 129, 125]",True,135,0,146
3X1T,[146],[],"[135, 102, 128, 126]",True,135,0,146
3X1U,[146],[],"[135, 102, 128, 124]",True,135,0,146
3X1V,[146],[],"[135, 102, 129, 126]",True,135,0,146
3ZDA,"[4, 6]",[],[251],False,251,0,4
3ZDB,[12],[],[251],False,251,0,12
3ZDC,[12],[],[251],False,251,0,12
3ZDD,[10],[],[251],False,251,0,10
3ZH2,[35],[],[316],False,316,0,35
3ZHM,"[18, 18]",[],[79],False,79,0,18
3ZI5,"[12, 12]",[],[166],True,166,0,12
3ZKC,"[21, 21]",[],[111],False,111,0,21
3ZP5,"[10, 10]",[],[102],True,102,0,10
3ZPL,[22],[],[177],True,177,0,22
3ZQC,"[16, 16]",[],[131],True,131,0,16
3ZQL,"[17, 17]",[],[267],True,267,0,17
3ZVK,"[26, 26]",[],"[134, 78]",True,134,0,26
3ZVM,[5],[],[416],False,416,0,5
3ZVN,[5],[],[416],False,416,0,5
4A04,[24],[],[203],True,203,0,24
4A12,"[40, 40]",[],[190],True,190,0,40
4A75,[6],[],[90],False,90,0,6
4A76,[7],[],[90],False,90,0,7
4AA6,"[18, 18]",[],[71],False,71,0,18
4AAB,"[14, 10]",[],[152],False,152,0,10
4AAD,[24],[],[152],True,152,0,24
4AAE,"[24, 24]",[],[153],True,153,0,24
4AAF,[24],[],[152],True,152,0,24
4AAG,[24],[],[152],True,152,0,24
4ABT,[11],[],[286],False,286,0,11
4AIJ,"[21, 21]",[],[151],False,151,0,21
4AIK,"[21, 21]",[],[151],False,151,0,21
4AQU,"[24, 24]",[],[152],True,152,0,24
4ASO,"[24, 24]",[],[104],True,104,0,24
4ASS,"[26, 26]",[],[104],True,104,0,26
4ATI,"[16, 16]",[],[118],True,118,0,16
4ATK,[16],[],[118],True,118,0,16
4AUW,"[21, 21]",[],[96],False,96,0,21
4AV1,"[12, 12]",[],[223],False,223,0,12
4AWL,"[25, 25]",[],"[78, 94, 94]",True,94,0,25
4B20,"[7, 10]",[],[225],False,225,0,7
4B21,[10],[],"[232, 11]",False,232,0,10
4B22,[11],[],"[232, 11]",False,232,0,11
4B23,[11],[],"[232, 11]",False,232,0,11
4B24,[10],[],"[232, 11]",False,232,0,10
4B5F,[11],[],"[259, 11]",False,259,0,11
4B5G,[11],[],"[259, 11]",False,259,0,11
4B5H,[11],[],"[259, 11]",False,259,0,11
4B5J,[11],[],"[259, 11]",False,259,0,11
4BDY,"[19, 17]",[],[395],False,395,0,17
4BDZ,"[19, 17]",[],[395],False,395,0,17
4BE0,"[19, 17]",[],[395],False,395,0,17
4BE1,"[19, 17]",[],[395],False,395,0,17
4BE2,"[19, 17]",[],[395],False,395,0,17
4BHK,"[29, 29]",[],[171],True,171,0,29
4BHM,[8],[],[79],False,79,0,8
4BNC,"[10, 10]",[],[106],True,106,0,10
4BQA,"[10, 10]",[],[142],True,142,0,10
4BXO,"[11, 11]",[],"[254, 217]",True,254,0,11
4C3G,"[18, 22]",[],[337],False,337,0,18
4CH1,[7],[],[97],False,97,0,7
4CHU,"[27, 27]",[],[163],False,163,0,27
4CIS,"[14, 14]",[],[283],False,283,0,14
4CN2,"[17, 17]",[],[87],True,87,0,17
4CN3,"[17, 17]",[],"[87, 87]",True,87,0,17
4CN5,"[17, 17]",[],[87],True,87,0,17
4CN7,"[16, 16]",[],[87],True,87,0,16
4CRO,[17],[],[66],False,66,0,17
4CRX,[35],[],[322],False,322,0,35
4CSA,[5],[],"[189, 189]",False,189,0,5
4CYC,"[15, 15]",[],"[93, 76]",False,93,0,15
4D8J,"[19, 19]",[],[150],True,150,0,19
4DAV,[12],[],[231],False,231,0,12
4DIH,[15],[],"[259, 36]",False,259,0,15
4DII,[15],[],"[36, 259]",False,259,0,15
4DK9,[11],[],"[11, 157]",False,157,0,11
4DKJ,"[14, 14]",[],[403],False,403,0,14
4DL2,"[12, 9]",[],[435],False,435,0,9
4DL3,"[12, 9]",[],[435],False,435,0,9
4DL4,"[10, 9]",[],[435],False,435,0,9
4DL5,"[12, 9]",[],[435],False,435,0,9
4DL6,"[12, 9]",[],[435],False,435,0,9
4DL7,"[12, 9]",[],[435],False,435,0,9
4DM0,"[21, 20]",[],[477],False,477,0,20
4DWP,"[15, 19]",[],[462],False,462,0,15
4E0G,"[13, 19]",[],[462],False,462,0,13
4E0J,"[13, 19]",[],[462],False,462,0,13
4E0P,"[14, 18]",[],[462],False,462,0,14
4E0Y,"[14, 19]",[],[462],False,462,0,14
4E0Z,"[13, 19]",[],[462],False,462,0,13
4E7H,"[19, 19]",[],[395],True,395,0,19
4E7I,"[19, 19]",[],[395],True,395,0,19
4E9F,[12],[],"[161, 12]",False,161,0,12
4E9G,"[12, 12]",[],[161],False,161,0,12
4EBC,"[7, 9]",[],[420],False,420,0,7
4EBD,"[7, 9]",[],[420],False,420,0,7
4EBE,"[7, 9]",[],[420],False,420,0,7
4ECQ,"[12, 9]",[],[435],False,435,0,9
4ECR,"[12, 8]",[],[435],False,435,0,8
4ECS,"[12, 9]",[],[435],False,435,0,9
4ECT,"[12, 9]",[],[435],False,435,0,9
4ECU,"[12, 9]",[],[435],False,435,0,9
4ECV,"[12, 9]",[],[435],False,435,0,9
4ECW,"[12, 9]",[],[435],False,435,0,9
4ECX,"[12, 9]",[],[435],False,435,0,9
4ECY,"[12, 8]",[],[435],False,435,0,8
4ECZ,"[12, 8]",[],[435],False,435,0,8
4ED0,"[12, 8]",[],[435],False,435,0,8
4ED1,"[12, 8]",[],[435],False,435,0,8
4ED2,"[12, 8]",[],[435],False,435,0,8
4ED3,"[12, 8]",[],[435],False,435,0,8
4ED6,"[12, 9]",[],[435],False,435,0,9
4ED7,"[12, 8]",[],[435],False,435,0,8
4ED8,"[12, 9]",[],[435],False,435,0,9
4EEY,"[13, 9]",[],[435],False,435,0,9
4EFJ,"[27, 27]",[],[300],False,300,0,27
4EGY,"[21, 21]",[],[88],False,88,0,21
4EGZ,"[21, 21]",[],[88],False,88,0,21
4EJY,[16],[],"[311, 16]",False,311,0,16
4EJZ,[16],[],"[311, 16]",False,311,0,16
4ENJ,[13],[],"[116, 13]",False,116,0,13
4ENK,[13],[],"[116, 13]",False,116,0,13
4ENM,[13],[],"[116, 13]",False,116,0,13
4EOT,"[19, 19]",[],[95],False,95,0,19
4ER8,[32],[],[165],False,165,0,32
4ESJ,[10],[],[257],True,257,0,10
4ESV,"[14, 13]",[],[454],False,454,0,13
4EUW,"[12, 12]",[],[106],True,106,0,12
4EVV,"[11, 11]",[],[146],False,146,0,11
4EW4,[11],[],"[146, 11]",False,146,0,11
4EYH,[7],[],"[420, 8]",False,420,0,7
4EYI,[7],[],"[8, 420]",False,420,0,7
4F1H,[5],[],"[250, 251]",False,251,0,5
4F2J,[20],[],[57],False,57,0,20
4F41,[32],[],[320],False,320,0,32
4F43,[32],[],[320],False,320,0,32
4F4W,"[13, 18]",[],[361],False,361,0,13
4F4X,"[14, 19]",[],[361],False,361,0,14
4F4Y,"[16, 19]",[],[362],False,362,0,16
